id,title,content,category,created_date,crawled_date,department
126700,Join the <SKKU KAEP Korean Philosophy Overseas Supporters> Program,"안녕하세요. 성균관대학교 유학대학 한국철학문화연구소 산하 K-학술확산연구센터와 한국유교문화진흥원에서는 2025년 7월 26일-28일 3일간 SKKU Korean Philosophy Overseas Supporters 프로그램을 운영합니다. 이번 프로그램은 한국학을 공부하는 해외의 학생 중 본 센터에서 제작한 한국철학 관련 온라인 강좌를 수강하고 우수 에세이를 작성하여 선발된 외국인 학생들 외에도, 성균관대 교환학생 또는 유학생들과 함께 충남 논산에 위치한 한국유교문화진흥원에서 진행할 예정입니다.

한국철학과 문화에 깊은 관심을 가지고 있는 외국인 학생들과 함께 충청남도 논산의 여러 유교 문화 유적지를 둘러보고 유교 문화 관련 체험을 할 수 있는 기회가 되리라 기대합니다. 작년에 진행했던 프로그램에 대해서는 다음의 링크를 참고해주시기 바랍니다. (https://swb.skku.edu/kphilo/notice2.do?mode=view&articleNo=51527&article.offset=0&articleLimit=10)

이번 프로그램에 대한 신청 방법은 아래의 안내를 참고하시기 바랍니다. 유교 문화 유적지를 탐방하며 해외의 학생들과 함께 다양한 경험을 수행하고 싶은 학생들의 많은 관심과 참여 바랍니다.

■ 프로그램 개요
- 프로그램명: SKKU KP Overseas Supporters program
- 주최: 성균관대 한국철학문화연구소 K-학술확산연구센터(KAEP)
- 프로그램 일정: 2025년 7월 26일(토) ~ 7월 28일(월) (2박3일)

■ 주요 활동 내용
- 한국유교문화진흥원 프로그램 참여
- 성균관대학교 K-학술확산연구센터 강의 관련 특강

■ 특전
- 프로그램 참여 비용(식비, 숙박비, 교통비 등) 지원
- 프로그램 수료증 발급

■ 신청 및 선발 안내
- 신청 기간: 2025년 4월 15일(월) ~ 5월 18일(일) 선발인원 충족 시 마감
- 선발 공지: 개별 연락
- 신청 링크: https://forms.gle/M2xsCcJrhrnJa1t16
※ 선발인원은 5명 이내로, 신청자가 많을 시 조기 마감될 수 있습니다.

문의: K-학술확산연구센터 02-740-1863/kphilo2021@skku.edu",[채용/모집],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
127018,제2회 사회공헌FAIR: 이음(異音) 버스킹 팀 모집 안내,"<제2회 사회공헌FAIR 버스킹 팀 모집 안내>

안녕하세요. 성균관대학교 공식학생봉사대 다소미입니다. 

5월 26일 진행될 ‘제 2회 사회공헌FAIR: 이음(異音)’에서 아름다운 선율을 채워주실 버스킹 팀을 모집합니다. ‘사회공헌FAIR’는 다소미가 주관하는 행사로 교내 중앙 동아리와 굿네이버스, 대한적십자사 등 여러 외부 기관과 함께 합니다. 금잔디 광장에서 진행되는 이번 행사는 다양한 사회공헌 활동을 공유하며 지속 가능한 사회를 만들어나가기 위해 마련되었습니다. 나눔, 기부 등 공익적 메시지를 담고 있는 프로그램들로 이루어져 있으며, 이를 통해 성균관대학교 학우들에게 사회공헌 활동의 가치를 알리고자 합니다.

신청 기간: 5.10.(토) 00:00 ~ (선착순 마감)
행사 일시: 5.26.(월) 12:00~16:00
장소: 성균관대학교 인사캠 노천극장
대상: 노천극장에서 낭만을 즐기고 싶은 누구나
공연시간: 준비시간 포함 20분
공연장비: 마이크 2대, 엠프 2대 제공 / 그 외 장비는 별도로 준비해야 함.

신청 링크: https://forms.gle/yRewCiuVuZe1jbVUA

추가적인 문의는 다소미 공식 인스타그램 계정 @skku_dasomi 로 부탁 드립니다.",[채용/모집],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
126765,2025 국제하계학기 (ISS) 본교생 수강신청 안내 (1차),"2008년에 시작되어 올해로 17회를 맞는 2025 국제하계학기 (International Summer Semester)가 2025년 6월 27일(금)부터 7월 25(금)일까지 인문사회과학캠퍼스에서 진행됩니다. 해외 학생들과 함께 수업을 듣고 글로벌 역량을 키울 수 있는 뜻깊은 기회에 성균인 여러분의 많은 관심과 참여 바랍니다.
 
○ ISS 프로그램 기간
   - 전체 일정: 2025.6.27.(금) ~ 7.25.(금)
   - 수업 일정: 2025.6.30.(월) ~ 7.23.(수) / 매주 월~목 수업(금요일 수업 없음)

○ 수업 시간
   - 오전: 09:00~11:30
   - 오후: 12:30~15:00
   - 저녁: 15:30~18:00
 
○ 수강 대상 : 본교 정규 학사 학위과정 재학생 및 휴학생(단, 교환학생 수강신청은 별도 시스템을 통해 진행)
 
○ 강의계획서: 홈페이지 참조(https://summer.skku.edu/summer/program/Course_BM.do)
 
○ 신청 기간
   - [1차] 2025.4.28.(월) 10:00 ~ 5.8.(목) 17:00
   - [2차] 2025.5.30.(금) 10:00 ~ 6.6.(금) 17:00
※ 신청 마지막 날은 17시 마감이니 유의하기 바랍니다.

○ 수강료 : 과목별 450,000원 (납부 기한: 신청 기간 마감과 동일)
※ 수강신청 후 반드시 GLS를 통해 등록금 납부를 완료하여야 하며, 수강신청 기한 이내에 등록금을 미납한 경우 수강신청 내역은 일괄 삭제됩니다.
 
○ 수강신청 방법 : GLS> 수업영역> 학부수강신청> ISS/WISE
 
○ 수강 취소 및 수강료 환불 : 신청 화면에서 Refund 버튼 클릭
※  공지된 수강신청 기간 내에서만 신청화면 “Refund”버튼을 통한 전액 환불이 가능합니다.
※ 신청 기간 경과 후 환불은 일반 계절학기 환불 규정을 따릅니다. 신청기간 후 환불에 대한 자세한 문의는 issoffice@skku.edu 로 연락 바랍니다.
 
○ 등록금 면제 및 할인
   - 2025-1학기 새터민장학금 수혜자 및 기초생활수급자(본인): 수업료 면제
   - 2025-1학기 차상위계층(본인): 수업료 50% 할인
※ 기초생활수급자 및 차상위계층의 경우 수강신청 후 국제교류팀으로 자격 증명서를 제출하여 주시기 바랍니다. (주민센터 및 구청 현장 발급, 민원 24 인터넷 발급 => 국제관 90212호 국제교류팀 방문 제출 또는 issoffice@skku.edu로 스캔파일 제출)
※ 새터민 장학금 대상자 중 휴학생의 경우, 휴학 직전학기 성적이 장학금 지급기준에 충족할 시 수업료가 면제됩니다. 해당자는 수강신청 후 수업료 납부 전에 국제교류팀으로 연락하기 바랍니다. (문의: 02-760-0184)
 
○ 수강생 특전
   - 2025 국제하계학기 전공학점 최대 6학점까지 인정: 학과별 전공인정표(첨부) 참조
※ 전공 인정이 되지 않은 과목 수강 시 전공도, 교양도 아닌 일반선택 학점으로 취득하니 유의하기 바람
※ 전공인정영역을 유의하여 확인하시길 바람
   - 2022학년도 입학생부터 新글로벌품 시간부여(학점 당 15시간)
   - 교환학생 지원 시 가산점 부여
 
○ 유의사항
   - 전공 인정여부는 학교 홈페이지 공지사항 게시물에 첨부된 전공인정현황표를 통해서만 확인(ISS 홈페이지 http://summer.skku.edu Program-Course Listing 에 있는 학문 단위 분류와 다를 수 있음)
   - 수강신청 전 반드시 수업계획서를 읽고 교재 및 준비물 등을 확인 바람
   - 2025년 8월 졸업/수료예정자도 수강 가능. 단, 휴학생의 경우 ISS를 통해 졸업학점을 충족하였다 하더라도 반드시 이후에 정규학기를 등록해야 졸업 가능(휴학생의 계절수업 신청은 재적기간 중 2회에 한함)
   - 2개 수업까지 신청이 가능(3개 수업 신청 불가)
   - 계절수업 학기당 수강 가능학점(6학점) 이내에서 여름계절수업과 중복수강이 가능(ex. ISS 3학점+여름계절수업 3학점 수강)
 
○ 문의처 : 국제교류팀 ISS office
   - Tel: 02-760-0184
   - Email: issoffice@skku.edu
   - 홈페이지: https://summer.skku.edu",[학사],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
126768,2025학년도 국제하계학기(International Summer Semester) 조교 모집(TA/OA),"여름방학, 해외 명문대 학생들과 나란히 수업을 듣고, 세계적인 교수님들과 함께 호흡하며, 한국 문화를 전할 기회가 있다면?

국제하계학기(International Summer Semester, ISS) 조교는 단순한 수업/업무 보조를 넘어서, 전 세계의 학생들과 연결되는 특별한 여정입니다. 수업에 도움을 주고, 함께 한국 문화를 체험하며, 외국인 친구들에게 ‘한국’이라는 나라의 첫 인상을 남기는 주인공이 되어보세요.
글로벌 역량, 소통 능력, 문화 감수성—모두를 이 한번의 경험으로 얻을 수 있습니다.
지원자 여러분의 적극적인 참여를 기다립니다!
문의: 02-760-0184 / issoffice@skku.edu

■ 모집 분야
1) TA (Teaching Assistant)
 - 모집인원: 과목당 1명
 - 주요업무
  · ISS 교수 강의 지원
  · ISS Office 운영 보조
  · 문화체험 활동 참여 및 보조
 - 특전
  · 해당 과목 수업료 면제
  · 문화체험비 면제
  · 수료증 발급
 - 유의사항
  · 수업 1개만 TA로 신청 가능
  · 문화행사 필수 참석
  · 지원 가능 과목은 첨부 엑셀파일 참조
  · 이미 수강신청한 학생도 지원 가능 (합격 시 별도 안내 예정)

2) OA (Office Assistant)
 - 모집인원: 인사캠 3명
 - 주요업무
  · ISS Office 운영 및 행정 지원
  · 프로그램 제반 업무 전반 관리
 - 특전
  · 시급 10,030원 (근로장학금 지급)
  · 수료증 발급
 - 유의사항
  · Full-time 근무 (08:30~18:00)
  · 문화행사 참여 불가
  · 재학생/휴학생 모두 지원 가능

※ 중복지원 불가
※ 세부 업무 및 일정은 추후 변경 가능

■ 근무기간 및 일정
 - 근무 기간: 2025년 6월 27일(금) ~ 7월 25일(금)
 - 근무 시간
  · TA: 수업 시간대에 따라 조정 (평균 주 17시간 내외)
  · OA: 08:30 ~ 18:00 (Full-time)

■ 지원 방법
 - 첨부된 모집 공고 및 지원서 양식 확인
 - 지원서 작성 (성명 외 전부 영어로 작성)
 - 구글폼 제출 (~5월 8일(목)), 제출 링크 https://forms.gle/YcxVszQsvNV4LXcG9
    파일명 예시: TA_홍길동.pdf / OA_이순신.pdf
※ 구글폼 로그인 방법
크롬 접속 → 킹고메일 아이디(@g.skku.edu)로 로그인(개인용 Gmail 계정으로는 접속 불가)

■ 선발 일정
 - 서류심사 결과 통보: 5월 16일(금) (이메일 개별 연락)
 - 면접전형: 5월 19일(월) ~ 5월 23일(금) (오프라인)
 - 조교 오리엔테이션: 6월 19일(목) 예정 , 인사캠 국제관(시간 및 세부장소 추후 개별 안내)
 - 근무 시작일: 6월 27일(금)

올 여름, 누군가의 ‘잊지 못할 첫 한국’을 함께 만들어주세요.
ISS TA/OA로 여러분을 기다립니다!
문의: 02-760-0184 / issoffice@skku.edu

※ 수업 폐강 시 해당 과목 TA 배정은 취소되며, 가능한 경우 타 과목으로 재배치하거나 다른 업무로 조정될 수 있습니다.
※  HA 모집공지는 외국인학생의 기숙사 신청결과가 취합되는대로 공지할 예정입니다.",[채용/모집],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
127017,제2회 사회공헌FAIR: 이음(異音) 실무단 모집 안내,"<제2회 사회공헌FAIR 실무단 모집 안내>

안녕하세요. 성균관대학교 공식학생봉사대 다소미입니다. 

5월 26일, 27일 양일간 진행될 ‘제 2회 사회공헌FAIR: 이음(異音)’에 함께할 실무단을 모집합니다. ‘사회공헌FAIR’는 다소미가 주관하는 행사로 교내 중앙 동아리와 굿네이버스, 대한적십자사 등 여러 외부 기관과 함께 합니다. 금잔디 광장에서 진행되는 이번 행사는 다양한 사회공헌 활동을 공유하며 지속 가능한 사회를 만들어나가기 위해 마련되었습니다. 나눔, 기부 등 공익적 메시지를 담고 있는 프로그램들로 이루어져 있으며, 이를 통해 성균관대학교 학우들에게 사회공헌 활동의 가치를 알리고자 합니다.

신청 기간: ~5.18.(일) 23:59까지
OT 일정(*필참): 5.22.(목) (19:00 예정, 시간 추후 안내)
행사 일시: 5.26.(월) ~ 5.27.(화) 12:00~18:00 
장소: 성균관대학교 인사캠 금잔디 광장
업무: 중앙 운영 부스 및 돗자리 부스 관리
혜택: 교내봉사시간 부여, 행사참가확인서 제공

신청 링크: https://forms.gle/o9TXSysZVDVtW9Sy9

추가적인 문의는 다소미 공식 인스타그램 계정 @skku_dasomi 로 부탁 드립니다.",[채용/모집],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
127015,[인공지능혁신융합대학사업단] 05월 김준익 교수 전문가 특강 안내,"안녕하세요, 인공지능혁신융합대학사업단입니다.

건국대학교 경영학과 학장이신 김준익 교수님을 모시고 전문가 특강을 개최합니다. 
이번 특강에서는 ‘AI의 경영전략적 접근’을 주제로, 빠르게 변화하는 인공지능 시대에 기업과 경영자가 어떻게 전략적으로 AI를 활용할 수 있을지에 대한 깊이 있는 인사이트를 제공합니다.

AI가 기업 경영에 미치는 영향과 경영학적 관점에서 바라본 AI의 전략적 활용, 그리고 미래 비즈니스 환경에서 요구되는 혁신적 사고를 김준익 교수님과 함께 고민해보는 소중한 시간이 될 것입니다.
AI와 경영의 만남이 궁금하다면 5월에 진행되는 이번 특강에 많은 관심과 참여 부탁드립니다!

<인공지능혁신융합대학사업단 2025년 05월 21일(수) 전문가 특강 >  
□ 명사 : 건국대학교 김준익 교수 
□ 주제 : AI의 경영전락적 접근
□ 일시 : 2025년 05월 21일 수요일 
□ 시간 : 15:00~17:00
□ 장소 : 성균관대학교 인문사회과학캠퍼스 호암관 50213호
□ 혜택 : 참석자 전원 다과 제공
                 참석자 중 만족도 조사 참가자 스타벅스 기프트콘 제공
□ 참가방법 : 참가신청 QR코드 접속(포스터 확인해주세요.)  
                          https://forms.gle/qHJ8nq9nKgsWQRBJ9
□ 참가확인서 
   - 만족도 조사 참여자 중 참가확인서 발급 요청자
□ 문의: 02-740-1633, s33367183@skku.edu",[행사/세미나],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
127016,SK희망메이커 사업 참여 멘토 모집,"중탑종합사회복지관에서는 SK기업과 함께 2012년부터 결연아동, 청소년들의 건강한 성장을 지원하기 위한 다양한 프로그램과 결연후원 사업을 실시하고 있습니다.

올해에도 SK희망메이커 사업에 참여할 대학생 멘토를 모집하고 있으며, 1365 봉사시간 인증 뿐 아니라 SK기업의 활동증명서 발급, 다과 및 선물 제공 등의 활동 혜택도 제공하고 있으니  학우분들의 많은 관심 부탁드립니다. 

- 모집기간 2025.05.02 ~ 2025.05.23.
- 활동기간 2025 5월 ~ 12월 (8개월 간)

* 문의 : 중탑종합사회복지관 031-706-0167
* 홈페이지:  http://www.jtwelfare.or.kr/",[채용/모집],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
126641,2025학년도 여름 계절수업 본교생 → 타 대학 학점교류 수강 안내(상시 업데이트),"2025학년도 여름 계절수업 타 대학 학점교류를 희망하는 학생은 아래 안내에 따라 신청하시기 바랍니다.
(게시일 기준으로 교류대학 누적 업데이트 됩니다.)


가. 추천 마감일 (본교에서 타대학 안내공문을 수령 시 누적 업데이트 예정)

- (마감)한국예술종합학교:  2025. 4. 22.(화) 13:00까지
- (마감)서울대학교:  2025. 4. 22.(화) 13:00까지 [안내된 교류항목(일반, 혁신공유) 중 선택하여 서식 작성 및 제출, 중복 불가]
- (마감)한양대학교:  2025. 4. 25.(금) 13:00까지
- (마감)부산대학교:  2025. 4. 29.(화) 13:00까지
- (마감)숙명여자대학교:  2025. 4. 30.(수) 13:00까지
- 연세대학교:  2025. 5. 7.(수) 13:00까지
- 고려대학교:  2025. 5. 9.(금) 17:00까지
- 중앙대학교:  2025. 5. 13.(화) 13:00까지
- 제주대학교:  2025. 5. 14.(수) 13:00까지


※ 추천마감 기한 이후 신청은 절대 불가 하며, 시스템상 신청이 가능하더라도 기한 이후 제출분은 탈락 처리
(기 모집 인원 중 신청취소자 발생시에도 추가 선발 없음)


나. 신청자격
- 학사과정 학생으로 2개 학기 이상(3학년 편입생은 1개 학기 이상)을 이수 완료한 자
※ 단, 2025년 8월 졸업예정자 및 현재 초과학기 등록자는 제외(졸업 마지막 학기(계절수업 포함) 및 초과학기에는 타 대학 수강 불가)
※ 파견예정학기 기준으로 의무등록 잔여학기가 0이고 수료기준학점 잔여분이 본인의 수강가능학점보다 적은 경우 졸업예정자로 간주


다. 신청가능학점
- 본교 계절수업 수강학점과 합산하여 6학점 이내, 연간 총 9학점 이내까지 수강 가능


라. 신청방법
- 국내학점교류신청(GLS) 메뉴를 통한 온라인 신청
  : GLS > 학업영역 > 학점인정 > ""국내학점교류신청"" 메뉴를 통하여 신청교류대학 선택 후 첨부된 대학별 안내사항을 확인하여 신청기간 내 필요한 필수 제출 서류 첨부 및 신청절차진행   ※ 붙임 사용매뉴얼 참조 必

* 본교에서는 타교로의 파견 가능여부만을 확인하며, 타교에서의 선발 및 수강가능 학과 관련사항은 각 대학별 안내사항을 확인하시기 바랍니다.
* 파일명 (필수제출) 기재 파일은 반드시 GLS 신청 시 함께 첨부하여 누락없이 제출하여야 함(미제출시 접수 불가)
* 대학별 신청접수 마감일 이후 일괄 승인/미승인 처리 및 예정조서 작성 권한 부여
* 동학기 학점교류 중복 신청(2개 대학 이상) 시, 1개 대학 최종 선택(나머지 대학 신청 취소) 후에 예정조서/인정조서 작성이 가능함. 단, 2개 대학 이상 학점교류 동시 수강이 가능한 경우라면 실제 교류수강은 가능하나 예정/인정조서상에서는 최초 신청한 1개 대학으로만 표기되며, 작성 내역에는 모든 교류대학에서 수강한 과목명과 관련 증빙서류를 함께 첨부해야 함.
* 학점교류파견 확정 이후 교류 취소를 희망할 경우, 각 파견대학별 수강취소/삭제를 진행 후 '학점교류 신청 학년도/학기, 학번, 성명, 신청대학명, 취소사유'를 기재하여 교무팀(academics@skku.edu)로 회신하여야 함


마. 주의사항
- 각 대학에 학점교류 파견선발된 학생들에게 관련한 추가사항을 이메일로 안내드립니다. 내용을 숙지하지 않을 시 발생하는 불이익은 학생에게 귀속되오니, 반드시 안내사항을 확인하시고 숙지하시기 바랍니다.
- GLS 신청메뉴에 첨부된 교류대학별 수강안내문을 반드시 숙지하기 바랍니다.(대학별 신청기준 및 조건 상이)
- 대학별 추천 양식 및 기타 제출이 필요한 서류( (필수제출) 기재 파일 )는 반드시 첨부하여 신청절차를 기한 내 완료하여야 하며, 누락될 경우 접수가 불가합니다.
- 교류대학별로 수강자격이 제한된 곳도 있음을 주의하시기 바랍니다.
- 신청가능한 교류대학은 타 대학으로부터 안내공문을 수령하는 시점을 기준으로 누적 업데이트됩니다.(공지사항 및 GLS 신청메뉴 반영)
- 승인 이후 학점교류 신청취소를 희망하는 경우 교류대학측 수강내역을 반드시 기한 내 삭제한 뒤 본교 교무팀으로 통보하여야하고, 수강 도중 부득이한 사유에 따라 학점교류를 포기하고자 할 경우 본교와 교류대학측에 반드시 연락하여 관련 상담 및 조치를 받으시기 바랍니다. (그렇지 않을 경우 F학점이 부과되며 성적은 강제입력됩니다.)
- 마감기간 이후 본교 학생이 추가신청을 위해 타 대학에 전화를 하는 경우가 있습니다. 타 대학측에서 그러지 않도록 자제를 요청하였사오니, 마감기한은 엄격하게 지켜질 수 있도록 협조바랍니다.
- 타 대학에서 수강한 과목은 '전공' 또는 '일반선택'으로만 인정받을 수 있습니다.
  (교양, DS, 교직 및 교직요건 중 기본이수과목 인정 불가/ 타 대학에서 수강한 교양과목은 본교에서 일반선택 영역으로만 인정)


바. 문의: 교무팀 학점교류 담당자 (T.02-760-1048)


※ 학점교류 승인 이후 학점인정예정/인정조서 작성에 관해서는 홈페이지 및 포털게시판 내 ""국내외 타 대학 학점교류 및 교환학생 성적인정 절차 안내(GLS)"" 공지사항을 참고하시기 바랍니다.
(https://www.skku.edu/skku/campus/skk_comm/notice02.do?mode=view&articleNo=94576&article.offset=0&articleLimit=10&srSearchVal=%EC%84%B1%EC%A0%81%EC%9D%B8%EC%A0%95&srSearchKey=article_title)

※ 파견 교류대학측에서 별도 성적증명서를 발급하지 않을 수 있습니다. 교류 수학 종료 후 본교 성적인정절차 진행을 위하여 ""해당 대학 성적공시화면 캡쳐 또는 출력자료""로도 증빙 제출이 가능하오니, 교류대학측에 성적증명서 발급 요청을 자제해주시기 바랍니다. (이와 같이 학생이 제출한 원성적증빙자료에 대해서는 추후 해당 대학측에서 발송한 공문을 통해 진위여부를 판단한 뒤 성적인정처리됩니다.)",[학사],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
126877,SKK GSB행정실 촉탁직원 채용 공고,,[채용/모집],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
126869,[학생성공센터 대학원] 2025학년도 대학원 영어 프레젠테이션 역량 강화 특강 신청 안내,"대학원생의 커뮤니케이션 역량 강화를 위한 프로그램으로 학생성공센터에서 2025학년도 대학원 영어 프레젠테이션 역량 강화 특강을 진행합니다.
대학원생 여러분의 많은 신청 바랍니다.

ㅁ 대상: 성균과대학교 대학원생 재학생, 연구등록생(1~4기) ※ 수료생 불가

ㅁ 신청방법: 챌린지스퀘어(https://chsquare.skku.edu ) > 비교과프로그램 > ""영어 프레젠테이션"", ""EXTRA13215""   (※ 캠퍼스별 분반 신청 - 인문사회 분반 01, 자연과학 분반 02)

ㅁ 신청기간: 
                1)인사캠 - 2025.04.25.(금)-05.06.(화)(분반01)
                 2)자과캠 - 2025.04.25.(금)-05.14.(수)(분반02)
ㅁ 강사: 이상혁(연구공간 자유 대표)
ㅁ 수강 일정 및 장소
            1)인사캠 - 2025.5. 7.(수)  15:00-17:00(2시간) 
            2)자과캠 - 2025.5.19.(월)  14:00-16:00(2시간)     

ㅁ 문의: 02) 740-1764/ stusuccess@skku.edu",[행사/세미나],2025-05-02,2025-05-06 00:15:48,홈페이지 공지사항
